RAID|KUID|HUID|Tittel|Navn|HUIDFar|HUIDMor|IDNR|FargeBeskrivelse|FargeVariant|AD|HD|Haarlag|IDMerk|Kjoenn|PEID|EndretAv|EndretDato|RegDato|Stoerrelse
306||KCREGM0095635M03||ALIOS DU HAMEAU DE SORNY A WALGOREG|KCREG109739/9052|KCREG108805/1270|1874971|||||||H|||||
306||KCREGQ0456801Q01||FOSSCOTT ENCHANTE|KCREG109739/9052|KCREGQ0095077Q01|1876006|||||||T|||||
306||KCREGQ0095077Q01||VANITY DE SAINT TUGEN ET FOSSCOTT|KCREG102498/0789|KCREG106667/1206|1875978|||||||T|||||
306||DK19381/73||NORDFJORDENS INKA|||1843554||||A|||T|||08.02.2006||
306||DK18791/98||MIDTVEJS CAMUS|DK21786/95|DK09749/94|2137241|||||||H|||||
306||DK19229/92||NORDFJORDENS ITRO|DK17616/82|DK27312/89|1843501||||A|||H|1716349||21.02.2008|27.04.1998|
306||DK19755/86||ATHE DU BUISSON DE CHOISEL|||1843679|||||||H||STR|04.06.2002|04.06.2002|
306||DK1899/68||NITA|DK295168|DK300594|1843448|||||||T|||||
306||IKCP1275||CRADENHILL TINA|||1857123|||||||T|||||
306||IKCP30598||SERRY DE SOUS LES VIVIERS|||1857147|||||||H|||||
306||DK20399/84||LANGVADS VIRAK|DK28161/83|DK19381/73|1843900||||A|||H|||21.02.2008|29.07.1997|
306||DK20470/99|DK S UCH|MIDTVEJS NADINE|DK11965/89|DK09749/94|2058362||||A|||T|||15.10.2007||
306||IKCP79074||SUGARLOAF LULU|IKCP30598|IKCP1275|1857200|||||||T|||||
306||DK20353/80||LANGVADS RAPID|||1843886|||||||T||STR|02.02.1999|02.02.1999|
306|080447|DK21157/2007||MIDTVEJS AKIM|LOF188835/22291|DK12035/2001|2097754|HVIT/SORT|||||+|H|3038603|HKE|29.04.2008|29.04.2008|
306|080447|DK21161/2007||MIDTVEJS LOVE|LOF188835/22291|DK12035/2001|2085627|HVIT/ORANGE|||D||+|T|2363068|VKL|04.11.2008|05.02.2008|
306||NHSB996432|INT CH BCH NL CH|NARDUS DE L' ARDOUR|||1909596|||||||H||BK|22.06.1998|15.04.1998|
306||S12767/78||FRECKLES O'DEE OF BEYAZ|AKCSBSA465221|S60426/77|1924733|||||||T|||||
306||S25017/88||DICK|LOF123457/11560|S34079/84|1946600||||A||X|H|3247158|#XU|21.03.1999||
306||DK23309/69|CH.|BITTE|DK284515W|DK302099Y|1844678|||||||T|||||
306||DK24736/86||MIDTVEJS ZICO|||2084444|||||||H|||25.04.2008||
306||DK25571/82||ZANTA|||1845181||||A|||T||STR|29.07.1997|29.07.1997|
306||DK26071/88|MARKPR|MICHEL|||1845276|||||||T||STR|31.10.2000|31.10.2000|
306||DK263186U||NYDAMS ANN|||1845342|||||||T|||||
306||DK270623U||TIKIS GINE|||1845475|||||||T|||||
306||DK22736/89||TINA|DK25181/88|DK32105/82|1844539|||||||T||STR|04.06.2002|04.06.2002|
306||DK27268/75||ELAN|||1845512||||A|||H||STR|31.10.2000|31.10.2000|
306||DK27427/93||GORA DE COAT AN DUC|LOF141267/14524|LOF151129/21799|1845543|||||||T|3478765|bk|10.06.1999|10.06.1999|
306||DK248782||BRETONS SIR-KOKKO|||1845034|||||||H|||||
306||DK263186||NYDAMS ANN|&W240579087|&W240579088|1845341|||||||T|||||
306||DK25181/88|MARKPR|NICK|||1845097||||B|||H||STR|04.06.2002|04.06.2002|
306||DK26549/86||STENHØJ LEIKA|||2088174||||A|||T|||||
306||DK27312/89||ECU DU MOULIN DES FLEURIAUX|LOF136459/13517|LOF134216/17816|1845526|||||||T|||15.12.2006|27.04.1998|
306||DK284515W|CH.|BRETONS TOT|||1845755|||||||H|||||
306||DK277587||TRIALER LONKA DEI SAINT-TUGUEN|||1845617|||||||T|||||
306||DK302097||DICK|DK259127U|DK248777T|1846006|||||||H|||||
306||DK295172|CH|NYDAMS BUSTER|LOF36910|DK277587|1845924|||||||H|||||
306||S12766/78||MAGGIE O'DEE OF BEYAZ|||1924731||||A|||T|||||
306||S13236/81||BEYAZ THE PINK PANTHER|S66535/80|S12766/78|1925602||||A|||H|||||
306||NHSB1586312||DORA DE L'ARDOUR|NHSB1200761|NHSB1227913|1906877|||||||T||STR|15.01.2004|15.01.2004|
306||S24412/88||GYDJANS B NOSS|||1945591||||A||X|T|8104099||||
306||S24410/88||GYDJANS B BRISINGAMEN|||1945584||||A||X|T|8104098||||
306||S19893/2007||TESS|S19027/99|00523/02|2130392|||||||T|3539571|EP|09.12.2008||
306|000000|S24537/97||SUHLEGAN MARKSMAN|||1945794|DRANGE/HVIT|||A||X|H|2431097|#XU|23.05.1999|25.02.1998|
306|000000|S24534/97||SUHLEGAN COFFEY|||1945792||||A||X|H|3096422|#XU|03.02.2002|26.01.1998|
306||S14031/2000|S UCH|KEERENS NICKY|LOF714047214902|NHSB1725188|2071335|||||||T|||||
306||S16498/88||BEYAZ SKOGSBLOMMA|S25291/87|S19505/80|1931666||||A|||T|||22.08.2007||
306||LOI99/92990||PLIKO DEI FIORINDO|CE313984|CE294789|2054832|||||||H|||26.10.2007||
306||LOI99/27541||ILUS DE LA VALLEE DU JAUDY|CE243808|LOF7150319/21574|1900209|||||||H||STR|15.03.2004|15.03.2004|
306||LOICE221492||SCHERIF|||1900481|||||||H||STR|15.01.2004|15.01.2004|
306||LOI997877||LICOU DE KERANLOUAN|LOF150311/17777|LOF174628/25946|1900257||||||+|H||bk|25.05.2004|04.03.2004|
306||NHSB1227913||TITI DE L'ARDOUR|||1906170|||||||T||bk|22.04.2004|15.01.2004|
306||NHSB1200761|INT BEL JCH|GERRIE VAN DE ULFHEI|||1906115|||||||H||bk|22.04.2004|15.01.2004|
306|993333|LOSH827453|N UCH|XALOU VAN'T BIEKENSBOS|LOSH0778414|LOF187654|1903363|HVIT/ORANGE|||A||+|H|3580440||19.09.2006|22.07.1999|
306||LOE0577172||CHICA|LOE0393782|LOE0480345|1895074|||||||T||STR|19.06.2001|19.06.2001|
306||NHSB1482285||BARRO|||1906606|||||||H|||15.10.2007|10.02.1998|
306||LOE0480345||BIOCHA|||1895012|||||||T||STR|19.06.2001|19.06.2001|
306||LOE0424367||LARRY|||1894985|||||||H||STR|19.06.2001|19.06.2001|
306|090433|NO31517/09||RUTT|01279/05|21780/03|2137744|HVIT/ORANGE||||||T|2539792|||03.02.2009|
306||LOE0393782||EO DE ATIN|||1894967|||||||H||STR|19.06.2001|19.06.2001|
306||LOE0613918||JAIR-BLACK|LOE0424367|LOE0596433|1895100|||||||H||STR|19.06.2001|19.06.2001|
306|090433|NO31516/09||ARON|01279/05|21780/03|2137743|HVIT/ORANGE|||||M|H|3782171|DI||03.02.2009|
306||LOE0596433||HIRIS DE MALAUSE|||1895090|||||||T||STR|19.06.2001|19.06.2001|
306|090433|NO31518/09||MIRA|01279/05|21780/03|2137745|HVIT/ORANGE||||||T|3782172|||03.02.2009|
306||NHSB2250855|S N UCH|Rex|||1908845|||||||H|3601448||16.10.2006|31.03.2006|
306|040205|NHSB2374046||SARAH DE L'ARDOUR|LOI335879|NHSB1995180|1909036|HVIT/ORANGE|||B||M|T|1169242|ton|11.03.2004|16.01.2004|
306||S20882/2006||ROLLEX|S28968/96|S63914/2003|2136370||||A||M|H|||||
306|041506|S20744/2004||SHANU-AFYT|10579/99|19137/00|1939515|HVIT/ORANGE|||A||M|T|3591973|ton|21.12.2005|01.04.2004|
306|041506|S20741/2004||TELLUS|10579/99|19137/00|1939512|HVIT/ORANGE|||C||M|H|3591884|ton|20.04.2005|01.04.2004|
306||S20499/89||GYDJANS B FIRE GOODNESS|S44063/88|S18351/82|1939092||||A||X|T|3030108|BK|29.06.1995||
306||S21304/2004||MIDTVEJS BINA|DK03417/93|DK09749/94|1940491|||||||T||STR|08.07.2005|08.07.2005|
306||S20744/04||Shanu A.F.Y.T.|10579/99|19137/00|1939514|||||||T||SA|14.06.2005|14.06.2005|
306|000000|S21403/2001||EIRAMS WILMA WIRVELVIND|||1940657||||||||3559796|mn|04.12.2002|04.12.2002|
306|067354|DK08864/2005||SALLINGBOENS MASTER|LOSH827453|DK01908/98|2042484|HVIT/ORANGE|||||+|H|3580440|HKE|20.03.2007|20.03.2007|
306||DK10265/2002||PAROGO'S ZICO|LOSH0730303|LOSH0731648|1841116||||B|||H|||03.09.2007|15.01.2004|
306||KACSBSA438497|FLD CH AMTRFLD CH|GRINGO DE BRITT|||1860529|||||||H|||||
306||KCH95161H05||TED DE SOUS LES VIVIERS|||1861828|||||||H|||||
306||KCP185305P01||ROSEVALE DOMINIC|||1862401|||||||H||STR|01.09.2003|01.09.2003|
306||KCREG108805/1270||SISSI|KCREG88273/06195|KCREG95319/10093|1864117|||||||T|||||
306||KCREG102498/0789||PICASSO DE SAINT TUGEN|||1863869|||||||H|||||
306||KCREG109739/9052||SKA DE SAINT TUGEN|KCREG80558/05127|KCREG87217/8688|1864149|||||||H|||||
306||KCG95068G05||SAMANTHA DE GOAS VILINIC|||1861762|||||||T|||||
306||KCREG106667/1206||RASTELL DE SAINT TUGEN|||1864027|||||||T|||||
306||KCJ1528102J06||DORVALSTAN VAGABOND|KCH95161H05|KCG95068G05|1861846|||||||H|||||
306|000000|S15246/2002||CHICA|||1929313|||||||T||||11.07.2003|
306||S12485/2003|S N UCH NORDJV-03 NORDV-03|EIRAMS UNIKA UNNI|||2090597|||||||T|1465749||07.03.2008||
306|002390|S15489/2000||DOC-HOLLYDAY|15118/93|S46286/95|1929780|HVIT/SORT|||B||+|H|3584975|bk|16.12.2003|30.05.2000|
306|061668|S15821/2006||SUHLEGAN ARI BOSS|LOI04/121388|S56284/2001|1930429|HVIT/SORT|||D||+|H|2539883||11.11.2007|26.04.2006|
306|061668|S15824/2006||SUHLEGAN ALLEY MOLLY|LOI04/121388|S56284/2001|1930439|HVIT/ORANGE|||B||+|T|3554233||10.04.2007|10.05.2006|
306|061668|S15825/2006||SUHLEGAN ADANTINA|LOI04/121388|S56284/2001|2041530|HVIT/SORT|||||X|T|2551506|HKE|09.03.2007|09.03.2007|
306||S32625/2007||Bekkauren's D-Stoy|1|12|2105928|||||||H||SA|19.06.2008|19.06.2008|
306|075106|S32618/2007||TOTTE|S11271/99|15227/04|2065393|HVIT/ORANGE|||||X|H|3709524|HKE|11.09.2007|11.09.2007|
306||S20194/84|S UCH|BEYAZ BONNIE TYLER|||1938533||||A|||T|||||
306||S28944/04||Suhlegan Presto|09591/01|S56284/2001|2116845|||||||H||SA|10.09.2008|10.09.2008|
306|000000|S28968/96||RILLO|19126/85|S38405/91|1952847||||A||||||16.05.2006|29.05.2000|
306|043030|S28945/2004||SUHLEGAN PIRELLI|09591/01|S56284/2001|1952810|HVIT/ORANGE|||D||X|H|3596774|ton|04.11.2005|21.06.2004|
306||S28985/2005||Tors penny Penny Phillizz|||1952873|||||||T||SA|11.05.2006|11.05.2006|
306|043030|S28944/2004||SUHLEGAN PRESTO|09591/01|S56284/2001|1952807|HVIT/ORANGE|||A||+|H|3307153|ton|13.09.2005|21.06.2004|
306||LOF126086/11648|CH I T QFS QFC|VANDYK DE KERANLOUAN|LOF110473/9418|LOF107642/12443|1898092|||||||H|||08.02.2006|10.02.1998|
306||LOF139496/21056||CARESSE DE KERANLOUAN|||2084449|||||||T|||17.04.2008||
306||LOF141459/14584||CHAMPION DES COTEAUX DE SAINT FRAJO|||2084453||||A|||H|||17.04.2008||
306||LOF133710/19356|INT FR CH|B-B DES PIGNETTES|||2045932|||||||T|||19.04.2007||
306||LOF146250/20424||DAMA DE KERVEILLANT|LOF103565/08074|LOF117110/14465|1898256|||||||T||STR|19.09.1996|19.09.1996|
306||LOF136146/18564|CH (FCPS)|BRIOCHE DU BOIS DE VAUCHELLES|LOSH9048360|LOF127037/16959|1898184|||||||T||STR|19.06.1996|28.02.1996|
306||LOF137323/13563||BILLY DU VAL DE COURANCE|||2071288|||||||H|||25.04.2008||
306||LOF139283/14180|F CH|CARL DE KERANLOUAN|||1898211|||||||H||STR|19.06.1996|09.08.1995|
306||LOF148229||EELTON DE LA CADOTTE|||2101177|||||||H|||||
306||LOF059975/02394||TR SOICK DE L'ARGOAT|||1897704|||||||H|||||
306||LOF073048/03846|CH FR B-76|IBERE DE SAINT-TUGEN|||1897775|||||||H|||||
306||LOF091157/09208||NARLICK DE LA VALLEE DU BOEL|||1897843|||||||T||STR|19.09.1996|19.09.1996|
306||LOF101184/11648||PRUNE DU TRIEUX|LOF076556/05485|LOF075627/05922|1897883|||||||T|||||
306||LOF103071/08889||PUNCH DE KERANLOUAN|||1897903|||||||H||STR|05.03.1998|05.03.1998|
306||LOF107987/08582|CH I B II ( FR B T GT ITAL)|RAPID DE LA SOURCE ENCHANTEE'|||1897929|||||||H||STR|19.06.1996|28.02.1996|
306||LOF071411/03744||VIAN DE L' ARGOAT|||1897769|||||||H||STR|02.09.1999|02.09.1999|
306||LOF075627/05922|CHT CHT/GT|ITRIK DE L'ARGOAT|LOF059975/02394|LOF62613/3771|1897787|||||||T|||||
306||LOF117110/14465|F CH|TOSCA DE KERVEILLANT|LOF106281/08625|LOF091157/09208|1898008|||||||T||STR|19.09.1996|19.09.1996|
306||LOF120563/15570||UKA DE SOUS LES VIVIERS|||1898037|||||||T||STR|10.02.1998|10.02.1998|
306||LOF123111/11431|CH I B FR B LUX|VIDOCQ II|LOF082367/09693|LOF102255/11274|1898070|||||||H|||||
306||LOF125907/11765||VARN I I DU SULON|LOF071411/03744|LOF093856/09847|1898091|||||||H||STR|02.09.1999|02.09.1999|
306||LOF093984/09994|CH GT|NOUELENN DE GOAS VILINIC|||1897855|||||||T||STR|10.02.1998|10.02.1998|
306||LOF130096/12415||APIS DE SAINT LUBIN|||2079859|||||||H|||||
306||LOF102797||PAX DU BUISSON DE CHOISEL|LOF090739/06849|LOF073885/05631|1897899|HVIT/ORANGE||||||H|||||
306||LOF106281/08625|F CH|RUBIS DE KERVEILLANT|||1897924|||||||H||STR|19.09.1996|19.09.1996|
306||LOF137026/14192||CRACK DE LA SOURCE ENCHANTEE'|LOF107987/08582|LOF124447/17244|1898194|||||||H||STR|19.06.1996|28.02.1996|
306||LOSH0778414||UTZ VAN'T BIEKENSBOS|LOF175750/20080|LOSH0638052|1902243|||||||H|||19.09.2006|22.07.1999|
306||LOSH0809911||PAROGO'S VALDEZ|LOSH0616528|LOSH0731648|2093392|||||||H|||||
306||LOSH607692||METSKE VAN DE ULFHEI|LOSH473067|LOSH536144|1903028|||||||T|||||
306||LOSH638052||NOUSKA VAN'T BIEKENSBOS|LOF128106/12716|LOSH607692|1903093|||||||T|||||
306||KCSB1285CH||TCHAO DE L'HOSPITALIER AT BRITTYHIL|ALSH143546|LOSH659398|1880656|||||||H|||15.12.2006|01.09.2003|
306||NHSB1866801||KEERENS IDA|||1907797|||||||T||STR|10.12.2004|10.12.2004|
306||KCSB3549CH||BREDEBECK ELOISE OF SONNENBERG|||1887687|||||||T||STR|01.09.2003|01.09.2003|
306||NHSB1700444||ZICO DELLE BUDRIE|LOICE221492|LOI242569|1907209|||||||H||STR|15.01.2004|15.01.2004|
306||NHSB1995180||LARA DE L'ARDOUR|NHSB1700444|NHSB1586312|1908178|||||||T||STR|15.01.2004|15.01.2004|
306||NHSB1725188||ODY VAN'T GILLISHOF|NHSB1482285|LOSH611557|2071333|||||||T|||05.03.2008||
306||NHSB2069412||DE WINDE'S MAXIME|LOF171858/19322|NHSB1866801|1908430|||||||T||STR|10.12.2004|10.12.2004|
306||S-23114/2002||Treo|S53314/97|34756/93|2051507|||||||H||SA|29.05.2007|29.05.2007|
306||S33417/86||WORSHIP D'ARTAGNAN|DK14291/84|S22376/84|1959730||||A|||H|3263390||21.12.2006||
306||S19506/80||BEYAZ AMAZING GRACE|||1937233||||A|||T|||||
306|992208|S19028/99||SUHLEGAN CHIANTI|S46280/95|S53455/95|1936383|HVIT/ORANGE|||A||+|H|2431097|ton|25.02.2000|21.05.1999|
306||S19505/80||BEYAZ SUSIE Q|S65107/76|S12767/78|1937232||||A|||T|||||
306||S19634/2005||Tilleråsen's zelda|15005/00|21809/98|1937476|||||||T||SA|08.06.2005|08.06.2005|
306|040462|S19807/2002||EIRAMS VITA VIDDER|FIN40258/98|S57253/96|1937790|HVIT/ORANGE|||A||X|T|2373231|ton|22.09.2004|02.02.2004|
306||S50066/86||VARGA|03788/79|SF23081F/83|1984900||||A|||T|2363084|MHA|03.02.1995||
306||S50076/86||VIRAK|||1984912||||D||X|H|3307926|#XU|05.01.1997||
306||S50073/86||VAGGE|||1984908||||C||X|H|3307926|#XU|05.01.1997||
306||S33490/84||PONTUS|||1959865||||A|||H|||||
306||S33838/2003||SUHLEGAN BLUE MT SUNRISE|AKCSBSN17272501|S53455/95|1960417||||B|||T|||||
306||S33840/2003||SUHLEGAN SUN RUN CODEE|AKCSBN17272501|S53455/95|1960420||||A||X|H|||27.11.2006||
306|034135|S33842/2003||SUHLEGAN SUN FIRE FIGO|AKCSBSN17272501VO|S53455/95|1960423|HVIT/ORANGE|||||+|H|3577686|lj|08.09.2003|08.09.2003|
306||S11115/2000|INTUCH J LP1 SUCh SJCh|Stevnsåen's Marco|DK26291/91|DK10255/95|1921509|||||||H||SA|03.11.2006|03.11.2006|
306||S11271/99|SV-01|BEYAZ TÖJRE|S26837/93|S46951/93|1921820||||A||M|H|||22.08.2007|04.10.2004|
306||S-1115/2000|SUch INTUCh LP 1|Stevnsåen's Marco|DK-26291/91|DK-10255/95|1917273|||||||H||SA|30.06.2006|30.06.2006|
306|000000|S11710/91||TARA|||1922668|||||||T||||09.02.1995|
306|000000|S11985/2005||BIJAN`S LEXUS|||1923223||||||||3584381|jsu|30.11.2005|30.11.2005|
306||S12166/78||MAGGIE O'DEE OF BEYAZ|||1923566||||A|||T|||||
306|076432|S14373/2006||EIRAMS TINKA TIMOTEJ|S66577/2004|S14031/2000|2074081|HVIT/ORANGE|||B||M|T|3045006||30.11.2007|06.11.2007|
306|044533|S46772/2004||DECORUM IXIA|07029/00|S29775/2001|1979840|HVIT/ORANGE|||||X|T|3647080|BEK|06.06.2006|06.06.2006|
306||S46954/93||BEYAZ I AM|S33419/86|S16498/88|1980090||||A||X|T|8409807||||
306||S-47050/2006||Tilleråsen's Quatro|17161/04|21809/98|2053100|||||||H||SA|08.06.2007|08.06.2007|
306|000000|S17855/2000||D'ISPAGNAC ROC WIPER|S46280/95|S45384/95|1934253||||A|||H|3544269||27.02.2007|06.05.2002|
306||S17826/98|INT S FIN UCH SV-98|BAYWILLOW NOCTURNE|KCSB1285CH|KCU4521803U04|1934192||||A|||T|||20.12.2006|01.09.2003|
306|001678|S17857/2000||RUFIAN|S46280/95|S45384/99|1934259|HVIT/ORANGE|||B||+|H|3498788|ton|13.07.2001|25.04.2000|
306|000000|S17932/89|S CH SV-89|GUJDJANS ASTA KASK|||1934426||||A|||T|3070629||22.08.2007|10.12.1996|
306|070958|S17911/2003||STÅHEJ PYRRHA|S17855/2000|S52946/98|2040976|HVIT/ORANGE|||D||X|T|3517496||11.11.2007|06.03.2007|
306|001678|S17859/2000||RUELLE|S46280/95|S45384/99|1934263|HVIT/ORANGE|||B||+|T|3084621|#XU|30.03.2003|25.04.2000|
306|000000|S17860/2000||D'ISPAGNAC REINE|||1934267|||||||T||||18.06.2001|
306|000000|S17959/2000||D'ISPAQNAC RUELLE|||1934476|||||||T|3519601|||15.03.2001|
306||S18352/82||BEYAZ LITTLE BROWN JUG|||1935158||||A|||H|||||
306|000000|S18247/2003||LEAVE DU MONT DE ARMAGNET|||1934973||||||||3588396|#XU|22.02.2004|04.02.2004|
306||S46951/93||BEYAZ BLACK DIAMOND|S33419/86|S16498/88|1980081||||A|||T|||22.08.2007|04.10.2004|
306|000000|S17858/2000||D'ISPAGNAC ROMANEE|||1934261|||||||T||||18.06.2001|
306||S17931/89||GYDJANS B JORUP|S44063/88|S34894/85|1934420||||A||X|H|3296474|#XU|30.01.2005||
306||S18457/2005||J Höghalsens WR Eira|N40083/94|N10589/99|2107376|||||||T||SA|03.07.2008|03.07.2008|
306||S18351/82||BEYAZ BINGO BABY|S66535/80|S66536/80|1935156||||A|||T|||||
306||LOF110473/09418||SCHERIF|||1897954|||||||H||STR|19.06.1996|28.02.1996|
306||LOF141267/14524||CENTUC DE COAT AN DUC|LOF109739/09052|LOF117962/15146|1898228|||||||H||STR|10.06.1999|10.06.1999|
306||LOF145793/17178||DARTY DE KERANLOUAN|||2076457|||||||H|||||
306||LOF150912/16215||EQUES DE KERANLOUAN|||1898282|||||||H||STR|19.09.1996|19.09.1996|
306||LOF121645/10954||ULHAN DE KEKANLOUAN|||1898053|||||||H||STR|05.03.1998|05.03.1998|
306||LOF128324/13450||A'MOI DE MENEZ BANT MIKEAL|||2071284|||||||H|||25.04.2008||
306||LOF156102/16598|INT FR UCH|FOOT DE SAINT LUBIN|||1898307|||||||H|||24.10.2007|05.09.2005|
306||LOF136882/13611|FRCH FRJCH|CRAK DE SOUS LES VIVIERS|||1898192|||||||H|||19.09.2006|25.04.2000|
306||LOF159881/22939||GUILYS DU MURAT|LOF137323/13563|LOF150960/21530|1898323||||B|||T|||25.04.2008|06.01.2006|
306||LOF138482/18901||CILENE DU CHATEAU DU BOIS|||1898204|||||||T||STR|22.06.1998|22.06.1998|
306||LOF140860/14373||CAWA DE KERANLOUAN|||2084447|||||||H|||17.04.2008||
306||LOF147815/20874||ESTHER DU HAMEAU DE SORNY|||1898264||||A|||T||STR|01.11.2004|01.11.2004|
306||LOF150311/17777|INT B CH|EBERT DE KERANLOUAN|LOF000311/08538|LOF131721/17510|1898280|||||||H|||25.04.2008|22.07.1999|
306||LOF151854/16164|FR INT UCH|ERAK DE SAINT TUGEN|||1898287|||||||H||STR|20.07.2004|20.07.2004|
306||LOF156101||FANCH DE SAINT LUBIN|||2101183||||B|||H|||||
306||LOF159400/18115||GATUS DE KERANLOUAN|LOF151413/16037|LOF141086/19833|1898321|||||||H||bk|19.06.2001|22.07.1999|
306||LOF088504/09826||MOUETTE DES PIGENETTES|||1897833|||||||T||STR|19.06.1996|07.03.1996|
306||LOF160907/25031||GLORIA DE LA RUE FLEURIE|LOF124077/11516|LOF150961/21724|2058355|||||||T|||07.03.2008||
306||LOF163904/24705||GLORIA DE LA FONTAINE SAINTE MARIE|||1898335|||||||T||STR|22.07.1999|22.07.1999|
306||LOF101795/07764|CHCS CHIB CHT /GT CH ST|POKER DES PIGENETTES|LOF085817/05887|LOF088504/09826|1897889|||||||H||STR|19.06.1996|07.03.1996|
306||LOF105399/09160||ROUELL DU TRIEUX|LOF87390/6259|LOF91919/9316|1897916|||||||H|||||
306||LOF108330/12983||REINETTE DES PIGENETTES|||1897932|||||||T|||||
306||LOF117962/15146||TATIA|||1898013|||||||T||STR|10.06.1999|10.06.1999|
306||LOF121172/15747||UXELLE DE KERANLOUAN|||1898046|||||||T||STR|05.03.1998|05.03.1998|
306||LOF124447/17244|TRIALER|VENTENN DE KERESCANTE|||1898080|||||||T||STR|19.06.1996|28.02.1996|
306||LOF127037/16959|CH  (FQFS FCPS)|AGATHE DE KERANLOUAN|||1898103|||||||T||STR|19.06.1996|28.02.1996|
306||LOF134097/17829||BEAUTY DE SAINT LUBIN|LOF101795/07764|LOF093984/09994|1898155|||||||T|||24.10.2007|10.06.1999|
306||S25020/88||DITZY|LOF123457/11560|S34079/84|1946605||||A||X|T|8104116||||
306||S25015/88||DALTON|||1946595||||A||X|H|3236281||||
306||S25291/87||HOPODEE SIMSON OF BEYAZ|||1947018||||A|||H|||||
306||S25292/87||HOPODEE SERENA|AKCSBSD532112|AKCSBSD536666|1947019||||A|||T|||||
306||S16495/88||BEYAZ JOHN JAMESON|S25291/87|S19505/80|1931660||||A|||H|||||
306||S16500/88||GYDJANS B GERE|||1931672||||A|||H|||22.08.2007|04.10.2004|
306||S37968/89||BEYAZ IRMA LA DOUCE|S44063/88|S19505/80|1966579||||D||X|T|3008505||11.11.2007||
306||S37970/89||BEYAZ NOBLE|S44063/88|S19505/80|1966581||||A||X|T|2379883|#XU|23.05.2004||
306||S38405/91||HORRSTAÅS ARAJA|S33419/86|S44596/86|1967240||||A||||||||
306|000000|S38473/2002||VENTO|||1967345|||||||H|3566546|mn|05.03.2003|05.03.2003|
306||S41693/87||AFRODITE|||1972175||||A|||T||STR|02.02.2004|02.02.2004|
306|000000|S38473/02||VENTO|||1967344||||||||3566546||18.02.2008|04.12.2002|
306|000000|S46284/95||RUSTICOLUS PAPAYA|DK20399/84|S40517/95|1979078||||A||X|H|2605816|BK|29.07.1997|09.01.1996|
306||S46286/95||RUSTICOLUS LITCHI|DK20399/84|S40517/95|1979080||||A|||T||STR|30.05.2000|30.05.2000|
306||S46280/95||RUSTICOLUS PEPINO|DK20399/84|S40517/95|1979071||||A|||H|||31.03.2008|25.11.1998|
306|044533|S46770/2004||DECORUM ISABELL|07029/00|S29775/2001|1979834|HVIT/ORANGE|||A||X|T|3013335|ton|09.11.2005|07.09.2004|
306|000000|S46949/93||BEYAZ LITTLE RED|||1980079|HVIT/ORANGE|||A||M|H|2605816||11.11.2007|25.01.1995|
306|000000|S50922/94||RICKI|||1986320|||||||H|3033024|||08.08.1995|
306|000000|S50921/94||AILO (MINOS)|S61775/90|13870/91|1986319||||A||+|H||bk|16.08.2001|11.12.1997|
306||S57253/93|SV-99 NORDV-99 LPI S DK UCH|EIRAMS YRSA-YRHÄTTA|DK11965/89|S39864/91|1996625||||A|||T||STR|02.02.2004|02.02.2004|
306||S39500/95||ESEN|LOF109739/09052|DK28611/86|1968955||||A|||T|3550189||31.03.2008|07.12.2001|
306|000000|S39863/91||RUSTICOLUS BITTE|||1969496|||||||T|3033150|||08.08.1995|
306|000000|S39862/91||RUSTICOLUS TRILLE|||1969494|||||||T|3033104|||08.08.1995|
306|000000|S39864/91|N SUCH SV-92-97 LP NORDV-95|RUSTICOLUS FANTA|DK33904/85|S41693/87|1969497||||A|||T|1465749||31.03.2008|08.08.1995|
306||S40018/2006||Ackers Baloo|S53458/95|S56285/2001|2053101|||||||H||SA|08.06.2007|08.06.2007|
306|000000|S50925/94||ZACKO|||1986321|||||||H|3033025|||08.08.1995|
306||DSKHSB295172||NYDAMS BUSTER|||1847426|||||||H|||||
306||S22376/84||BEYAZ PERLETTE|S13236/81|S19505/80|1942250||||A|||T|||||
306||S22119/2007||Fallini's Bela|L0105/113659|L0101/33878|2047477|||||||H||SA|02.05.2007|02.05.2007|
306||S22375/84|N JCH|BEYAZ MONNET|S13236/81|S19505/80|1942246||||A|||T|8104050||||
306|043562|S31871/2004||SUHLEGAN SAREK|AKCSN147003/05|S30671/98|1957442|HVIT/SORT|||A||X|H|3250730|ton|13.09.2005|14.07.2004|
306|043562|S31873/2004||SUHLEGAN SUPERNOVA|AKCSN147003/05|S30671/98|1957447|HVIT/SORT|||A||+|T|3091026|THV|26.05.2008|14.07.2004|
306|000000|S31878/2004||SULEGANS SODA|||1957459||||||||3631841|jsu|11.11.2005|11.11.2005|
306||S-31873/2004||Suhlegan Supernova|||1917309|||||||T||SA|03.07.2006|03.07.2006|
306|000000|S31872/2004||SUHLEGAN SUSHI|AKCSN147003/05|S30671/98|1957444||||||||3477287||31.03.2008|11.11.2005|
306|000000|S31870/2004||SUHLEGAN SPEY|AKCSN147003/05|S30671/98|1957439||||C|||H|3594064||08.08.2006|28.04.2005|
306|043562|S31874/2004||SUHLEGAN SHAKIRA|AKCSN147003/05|S30671/98|1957452|HVIT/SORT|||A||X|T|3290631|ton|30.11.2005|14.07.2004|
306||S31871/04||Suhlegan Sarek|||1957440|||||||H||SA|26.06.2006|26.06.2006|
